session.code,participant.code,participant.scenario,participant.anticonformist,participant.label,presurvey.1.player.gives_consent,presurvey.1.player.age,presurvey.1.player.gender,presurvey.1.player.education_lvl,presurvey.1.player.neighborhood_type,round_no,scenario,response,political_charge,emotional_charge,scenario_code
b0qkdyda,yixku3ou,s3_n,0,66045b87ffe71e6e521f357d,1.0,52.0,Man,University degree or more,Urban,3,"{'Topic': 'Minority group', 'Scenario_no': '6b', 'code': 's9_n', 'Title': ""Repurposing the Community's Hall"", 'PoliticalFrame': 'non-political', 'Text': ""A room in the community hall is now empty since the shop that was there has moved out from the building. The shop used to pay the rent and that money was allocated for the neighborhood maintenance. Some of your neighbors want to renovate this empty room to a shared community space. Every neighbor can host a community event, so it can strengthen the sense of community. However, some worry that they won't really use that room and prefer to just wait until another shop wants to rent it. Some neighbors prefer to find other ways to use the room."", 'Against': 'Wait until another shop rents the room', 'Neutral': 'Find other ways to use the room', 'For': 'Renovate the room to be a shared community space'}",1.0,4.0,4.0,s9_n
b0qkdyda,yixku3ou,s3_n,0,66045b87ffe71e6e521f357d,1.0,52.0,Man,University degree or more,Urban,4,"{'Topic': 'Vaccination', 'Scenario_no': '7b', 'code': 's11_n', 'Title': 'Improving Children Health', 'PoliticalFrame': 'non-political', 'Text': ""Some groups of parents are actively discussing how to improve the health of their children. They are thinking of holding a nutrition training for families in the neighborhood. Some consider this as good because it will help the children grow healthy and strong. Some families are against it, however, since they don't believe its effectiveness and prefer to take care of their children themselves. Other neighbors point out that we need to clarify the details of the event before making a decision."", 'Against': 'Not organize the event', 'Neutral': 'Discuss details of the event first', 'For': 'Organize the event'}",1.0,4.0,4.0,s11_n
b0qkdyda,f6f7p7cw,s3_n,1,6855f8ccf2cb61ef4f1dfd58,1.0,41.0,Woman,University degree or more,Urban,1,"{'Topic': 'Immigrants', 'Scenario_no': '1b', 'code': 's2_n', 'Title': 'The New Family in the Neighborhood', 'PoliticalFrame': 'non-political', 'Text': ""A new family wants to move into one of the houses in the neighborhood. Some neighbors are saying that it's good to have new members in the community and help them to feel included. Others, however, are concerned because adding yet another family might overwhelm the community services so they suggest interviewing the family before allowing them to move in. Some say that we can let them move in but not go the extra step to make them feel included."", 'Against': 'Interview the family first', 'Neutral': 'Let the family move in', 'For': 'Help the family feel included'}",1.0,2.0,3.0,s2_n
b0qkdyda,f6f7p7cw,s3_n,1,6855f8ccf2cb61ef4f1dfd58,1.0,41.0,Woman,University degree or more,Urban,2,"{'Topic': 'Corruption', 'Scenario_no': '2a', 'code': 's3_n', 'Title': 'The Repairman', 'PoliticalFrame': 'non-political', 'Text': 'The community water pipes are really old and need frequent maintenance repairs. The community has a fixed contract with the utility company for repairs. However, the repairman who is supposed to come has been difficult to get a hold of and some neighbors think he might be doing too much other work elsewhere. Some neighbors want to stop the contract and change the maintenance company. Some are against it since it will be a long process and prefer to discuss it directly with the repairman. Some people want to report him to the utility company to see if maybe the company can find a replacement. ', 'Against': 'Discuss with the repairman', 'Neutral': 'Report the repairman to the company', 'For': 'Change the maintenance company'}",1.0,4.0,4.0,s3_n
b0qkdyda,f6f7p7cw,s3_n,1,6855f8ccf2cb61ef4f1dfd58,1.0,41.0,Woman,University degree or more,Urban,3,"{'Topic': 'Minority group', 'Scenario_no': '6b', 'code': 's9_n', 'Title': ""Repurposing the Community's Hall"", 'PoliticalFrame': 'non-political', 'Text': ""A room in the community hall is now empty since the shop that was there has moved out from the building. The shop used to pay the rent and that money was allocated for the neighborhood maintenance. Some of your neighbors want to renovate this empty room to a shared community space. Every neighbor can host a community event, so it can strengthen the sense of community. However, some worry that they won't really use that room and prefer to just wait until another shop wants to rent it. Some neighbors prefer to find other ways to use the room."", 'Against': 'Wait until another shop rents the room', 'Neutral': 'Find other ways to use the room', 'For': 'Renovate the room to be a shared community space'}",1.0,2.0,2.0,s9_n
b0qkdyda,f6f7p7cw,s3_n,1,6855f8ccf2cb61ef4f1dfd58,1.0,41.0,Woman,University degree or more,Urban,4,"{'Topic': 'Vaccination', 'Scenario_no': '7b', 'code': 's11_n', 'Title': 'Improving Children Health', 'PoliticalFrame': 'non-political', 'Text': ""Some groups of parents are actively discussing how to improve the health of their children. They are thinking of holding a nutrition training for families in the neighborhood. Some consider this as good because it will help the children grow healthy and strong. Some families are against it, however, since they don't believe its effectiveness and prefer to take care of their children themselves. Other neighbors point out that we need to clarify the details of the event before making a decision."", 'Against': 'Not organize the event', 'Neutral': 'Discuss details of the event first', 'For': 'Organize the event'}",1.0,2.0,2.0,s11_n
b0qkdyda,vjvtw3jx,s3_n,0,5f6e723379ef5f3be5d2fde1,1.0,34.0,Man,High school diploma or equivalent,Urban,1,"{'Topic': 'Immigrants', 'Scenario_no': '1b', 'code': 's2_n', 'Title': 'The New Family in the Neighborhood', 'PoliticalFrame': 'non-political', 'Text': ""A new family wants to move into one of the houses in the neighborhood. Some neighbors are saying that it's good to have new members in the community and help them to feel included. Others, however, are concerned because adding yet another family might overwhelm the community services so they suggest interviewing the family before allowing them to move in. Some say that we can let them move in but not go the extra step to make them feel included."", 'Against': 'Interview the family first', 'Neutral': 'Let the family move in', 'For': 'Help the family feel included'}",1.0,2.0,4.0,s2_n
b0qkdyda,vjvtw3jx,s3_n,0,5f6e723379ef5f3be5d2fde1,1.0,34.0,Man,High school diploma or equivalent,Urban,2,"{'Topic': 'Corruption', 'Scenario_no': '2a', 'code': 's3_n', 'Title': 'The Repairman', 'PoliticalFrame': 'non-political', 'Text': 'The community water pipes are really old and need frequent maintenance repairs. The community has a fixed contract with the utility company for repairs. However, the repairman who is supposed to come has been difficult to get a hold of and some neighbors think he might be doing too much other work elsewhere. Some neighbors want to stop the contract and change the maintenance company. Some are against it since it will be a long process and prefer to discuss it directly with the repairman. Some people want to report him to the utility company to see if maybe the company can find a replacement. ', 'Against': 'Discuss with the repairman', 'Neutral': 'Report the repairman to the company', 'For': 'Change the maintenance company'}",-1.0,1.0,5.0,s3_n
b0qkdyda,vjvtw3jx,s3_n,0,5f6e723379ef5f3be5d2fde1,1.0,34.0,Man,High school diploma or equivalent,Urban,3,"{'Topic': 'Minority group', 'Scenario_no': '6b', 'code': 's9_n', 'Title': ""Repurposing the Community's Hall"", 'PoliticalFrame': 'non-political', 'Text': ""A room in the community hall is now empty since the shop that was there has moved out from the building. The shop used to pay the rent and that money was allocated for the neighborhood maintenance. Some of your neighbors want to renovate this empty room to a shared community space. Every neighbor can host a community event, so it can strengthen the sense of community. However, some worry that they won't really use that room and prefer to just wait until another shop wants to rent it. Some neighbors prefer to find other ways to use the room."", 'Against': 'Wait until another shop rents the room', 'Neutral': 'Find other ways to use the room', 'For': 'Renovate the room to be a shared community space'}",1.0,4.0,5.0,s9_n
b0qkdyda,vjvtw3jx,s3_n,0,5f6e723379ef5f3be5d2fde1,1.0,34.0,Man,High school diploma or equivalent,Urban,4,"{'Topic': 'Vaccination', 'Scenario_no': '7b', 'code': 's11_n', 'Title': 'Improving Children Health', 'PoliticalFrame': 'non-political', 'Text': ""Some groups of parents are actively discussing how to improve the health of their children. They are thinking of holding a nutrition training for families in the neighborhood. Some consider this as good because it will help the children grow healthy and strong. Some families are against it, however, since they don't believe its effectiveness and prefer to take care of their children themselves. Other neighbors point out that we need to clarify the details of the event before making a decision."", 'Against': 'Not organize the event', 'Neutral': 'Discuss details of the event first', 'For': 'Organize the event'}",1.0,2.0,5.0,s11_n
b0qkdyda,kl6idv17,s3_n,1,6797d5ada6654ec99f741b08,1.0,23.0,Woman,University degree or more,Urban,1,"{'Topic': 'Immigrants', 'Scenario_no': '1b', 'code': 's2_n', 'Title': 'The New Family in the Neighborhood', 'PoliticalFrame': 'non-political', 'Text': ""A new family wants to move into one of the houses in the neighborhood. Some neighbors are saying that it's good to have new members in the community and help them to feel included. Others, however, are concerned because adding yet another family might overwhelm the community services so they suggest interviewing the family before allowing them to move in. Some say that we can let them move in but not go the extra step to make them feel included."", 'Against': 'Interview the family first', 'Neutral': 'Let the family move in', 'For': 'Help the family feel included'}",-1.0,4.0,3.0,s2_n
b0qkdyda,kl6idv17,s3_n,1,6797d5ada6654ec99f741b08,1.0,23.0,Woman,University degree or more,Urban,2,"{'Topic': 'Corruption', 'Scenario_no': '2a', 'code': 's3_n', 'Title': 'The Repairman', 'PoliticalFrame': 'non-political', 'Text': 'The community water pipes are really old and need frequent maintenance repairs. The community has a fixed contract with the utility company for repairs. However, the repairman who is supposed to come has been difficult to get a hold of and some neighbors think he might be doing too much other work elsewhere. Some neighbors want to stop the contract and change the maintenance company. Some are against it since it will be a long process and prefer to discuss it directly with the repairman. Some people want to report him to the utility company to see if maybe the company can find a replacement. ', 'Against': 'Discuss with the repairman', 'Neutral': 'Report the repairman to the company', 'For': 'Change the maintenance company'}",-1.0,5.0,3.0,s3_n
b0qkdyda,kl6idv17,s3_n,1,6797d5ada6654ec99f741b08,1.0,23.0,Woman,University degree or more,Urban,3,"{'Topic': 'Minority group', 'Scenario_no': '6b', 'code': 's9_n', 'Title': ""Repurposing the Community's Hall"", 'PoliticalFrame': 'non-political', 'Text': ""A room in the community hall is now empty since the shop that was there has moved out from the building. The shop used to pay the rent and that money was allocated for the neighborhood maintenance. Some of your neighbors want to renovate this empty room to a shared community space. Every neighbor can host a community event, so it can strengthen the sense of community. However, some worry that they won't really use that room and prefer to just wait until another shop wants to rent it. Some neighbors prefer to find other ways to use the room."", 'Against': 'Wait until another shop rents the room', 'Neutral': 'Find other ways to use the room', 'For': 'Renovate the room to be a shared community space'}",1.0,5.0,3.0,s9_n
b0qkdyda,kl6idv17,s3_n,1,6797d5ada6654ec99f741b08,1.0,23.0,Woman,University degree or more,Urban,4,"{'Topic': 'Vaccination', 'Scenario_no': '7b', 'code': 's11_n', 'Title': 'Improving Children Health', 'PoliticalFrame': 'non-political', 'Text': ""Some groups of parents are actively discussing how to improve the health of their children. They are thinking of holding a nutrition training for families in the neighborhood. Some consider this as good because it will help the children grow healthy and strong. Some families are against it, however, since they don't believe its effectiveness and prefer to take care of their children themselves. Other neighbors point out that we need to clarify the details of the event before making a decision."", 'Against': 'Not organize the event', 'Neutral': 'Discuss details of the event first', 'For': 'Organize the event'}",1.0,4.0,3.0,s11_n
b0qkdyda,9ilvd9sg,s3_n,0,685461ba2d002a3b6f2bccec,1.0,35.0,Woman,University degree or more,Urban,1,"{'Topic': 'Immigrants', 'Scenario_no': '1b', 'code': 's2_n', 'Title': 'The New Family in the Neighborhood', 'PoliticalFrame': 'non-political', 'Text': ""A new family wants to move into one of the houses in the neighborhood. Some neighbors are saying that it's good to have new members in the community and help them to feel included. Others, however, are concerned because adding yet another family might overwhelm the community services so they suggest interviewing the family before allowing them to move in. Some say that we can let them move in but not go the extra step to make them feel included."", 'Against': 'Interview the family first', 'Neutral': 'Let the family move in', 'For': 'Help the family feel included'}",-1.0,4.0,4.0,s2_n
b0qkdyda,9ilvd9sg,s3_n,0,685461ba2d002a3b6f2bccec,1.0,35.0,Woman,University degree or more,Urban,2,"{'Topic': 'Corruption', 'Scenario_no': '2a', 'code': 's3_n', 'Title': 'The Repairman', 'PoliticalFrame': 'non-political', 'Text': 'The community water pipes are really old and need frequent maintenance repairs. The community has a fixed contract with the utility company for repairs. However, the repairman who is supposed to come has been difficult to get a hold of and some neighbors think he might be doing too much other work elsewhere. Some neighbors want to stop the contract and change the maintenance company. Some are against it since it will be a long process and prefer to discuss it directly with the repairman. Some people want to report him to the utility company to see if maybe the company can find a replacement. ', 'Against': 'Discuss with the repairman', 'Neutral': 'Report the repairman to the company', 'For': 'Change the maintenance company'}",1.0,4.0,4.0,s3_n
b0qkdyda,9ilvd9sg,s3_n,0,685461ba2d002a3b6f2bccec,1.0,35.0,Woman,University degree or more,Urban,3,"{'Topic': 'Minority group', 'Scenario_no': '6b', 'code': 's9_n', 'Title': ""Repurposing the Community's Hall"", 'PoliticalFrame': 'non-political', 'Text': ""A room in the community hall is now empty since the shop that was there has moved out from the building. The shop used to pay the rent and that money was allocated for the neighborhood maintenance. Some of your neighbors want to renovate this empty room to a shared community space. Every neighbor can host a community event, so it can strengthen the sense of community. However, some worry that they won't really use that room and prefer to just wait until another shop wants to rent it. Some neighbors prefer to find other ways to use the room."", 'Against': 'Wait until another shop rents the room', 'Neutral': 'Find other ways to use the room', 'For': 'Renovate the room to be a shared community space'}",1.0,3.0,4.0,s9_n
b0qkdyda,9ilvd9sg,s3_n,0,685461ba2d002a3b6f2bccec,1.0,35.0,Woman,University degree or more,Urban,4,"{'Topic': 'Vaccination', 'Scenario_no': '7b', 'code': 's11_n', 'Title': 'Improving Children Health', 'PoliticalFrame': 'non-political', 'Text': ""Some groups of parents are actively discussing how to improve the health of their children. They are thinking of holding a nutrition training for families in the neighborhood. Some consider this as good because it will help the children grow healthy and strong. Some families are against it, however, since they don't believe its effectiveness and prefer to take care of their children themselves. Other neighbors point out that we need to clarify the details of the event before making a decision."", 'Against': 'Not organize the event', 'Neutral': 'Discuss details of the event first', 'For': 'Organize the event'}",1.0,3.0,4.0,s11_n
b0qkdyda,ctejg380,s3_n,0,62dc65fdd3bbfeff289f1500,1.0,52.0,Man,High school diploma or equivalent,Suburban,1,"{'Topic': 'Immigrants', 'Scenario_no': '1b', 'code': 's2_n', 'Title': 'The New Family in the Neighborhood', 'PoliticalFrame': 'non-political', 'Text': ""A new family wants to move into one of the houses in the neighborhood. Some neighbors are saying that it's good to have new members in the community and help them to feel included. Others, however, are concerned because adding yet another family might overwhelm the community services so they suggest interviewing the family before allowing them to move in. Some say that we can let them move in but not go the extra step to make them feel included."", 'Against': 'Interview the family first', 'Neutral': 'Let the family move in', 'For': 'Help the family feel included'}",1.0,3.0,5.0,s2_n
b0qkdyda,ctejg380,s3_n,0,62dc65fdd3bbfeff289f1500,1.0,52.0,Man,High school diploma or equivalent,Suburban,2,"{'Topic': 'Corruption', 'Scenario_no': '2a', 'code': 's3_n', 'Title': 'The Repairman', 'PoliticalFrame': 'non-political', 'Text': 'The community water pipes are really old and need frequent maintenance repairs. The community has a fixed contract with the utility company for repairs. However, the repairman who is supposed to come has been difficult to get a hold of and some neighbors think he might be doing too much other work elsewhere. Some neighbors want to stop the contract and change the maintenance company. Some are against it since it will be a long process and prefer to discuss it directly with the repairman. Some people want to report him to the utility company to see if maybe the company can find a replacement. ', 'Against': 'Discuss with the repairman', 'Neutral': 'Report the repairman to the company', 'For': 'Change the maintenance company'}",-1.0,3.0,4.0,s3_n
b0qkdyda,ctejg380,s3_n,0,62dc65fdd3bbfeff289f1500,1.0,52.0,Man,High school diploma or equivalent,Suburban,3,"{'Topic': 'Minority group', 'Scenario_no': '6b', 'code': 's9_n', 'Title': ""Repurposing the Community's Hall"", 'PoliticalFrame': 'non-political', 'Text': ""A room in the community hall is now empty since the shop that was there has moved out from the building. The shop used to pay the rent and that money was allocated for the neighborhood maintenance. Some of your neighbors want to renovate this empty room to a shared community space. Every neighbor can host a community event, so it can strengthen the sense of community. However, some worry that they won't really use that room and prefer to just wait until another shop wants to rent it. Some neighbors prefer to find other ways to use the room."", 'Against': 'Wait until another shop rents the room', 'Neutral': 'Find other ways to use the room', 'For': 'Renovate the room to be a shared community space'}",-1.0,4.0,4.0,s9_n
b0qkdyda,ctejg380,s3_n,0,62dc65fdd3bbfeff289f1500,1.0,52.0,Man,High school diploma or equivalent,Suburban,4,"{'Topic': 'Vaccination', 'Scenario_no': '7b', 'code': 's11_n', 'Title': 'Improving Children Health', 'PoliticalFrame': 'non-political', 'Text': ""Some groups of parents are actively discussing how to improve the health of their children. They are thinking of holding a nutrition training for families in the neighborhood. Some consider this as good because it will help the children grow healthy and strong. Some families are against it, however, since they don't believe its effectiveness and prefer to take care of their children themselves. Other neighbors point out that we need to clarify the details of the event before making a decision."", 'Against': 'Not organize the event', 'Neutral': 'Discuss details of the event first', 'For': 'Organize the event'}",1.0,2.0,3.0,s11_n
b0qkdyda,jvbhy0lp,s3_n,0,6735456e8034ea7e61eac785,1.0,27.0,Woman,University degree or more,Suburban,1,"{'Topic': 'Immigrants', 'Scenario_no': '1b', 'code': 's2_n', 'Title': 'The New Family in the Neighborhood', 'PoliticalFrame': 'non-political', 'Text': ""A new family wants to move into one of the houses in the neighborhood. Some neighbors are saying that it's good to have new members in the community and help them to feel included. Others, however, are concerned because adding yet another family might overwhelm the community services so they suggest interviewing the family before allowing them to move in. Some say that we can let them move in but not go the extra step to make them feel included."", 'Against': 'Interview the family first', 'Neutral': 'Let the family move in', 'For': 'Help the family feel included'}",1.0,4.0,4.0,s2_n
b0qkdyda,jvbhy0lp,s3_n,0,6735456e8034ea7e61eac785,1.0,27.0,Woman,University degree or more,Suburban,2,"{'Topic': 'Corruption', 'Scenario_no': '2a', 'code': 's3_n', 'Title': 'The Repairman', 'PoliticalFrame': 'non-political', 'Text': 'The community water pipes are really old and need frequent maintenance repairs. The community has a fixed contract with the utility company for repairs. However, the repairman who is supposed to come has been difficult to get a hold of and some neighbors think he might be doing too much other work elsewhere. Some neighbors want to stop the contract and change the maintenance company. Some are against it since it will be a long process and prefer to discuss it directly with the repairman. Some people want to report him to the utility company to see if maybe the company can find a replacement. ', 'Against': 'Discuss with the repairman', 'Neutral': 'Report the repairman to the company', 'For': 'Change the maintenance company'}",1.0,2.0,3.0,s3_n
b0qkdyda,jvbhy0lp,s3_n,0,6735456e8034ea7e61eac785,1.0,27.0,Woman,University degree or more,Suburban,3,"{'Topic': 'Minority group', 'Scenario_no': '6b', 'code': 's9_n', 'Title': ""Repurposing the Community's Hall"", 'PoliticalFrame': 'non-political', 'Text': ""A room in the community hall is now empty since the shop that was there has moved out from the building. The shop used to pay the rent and that money was allocated for the neighborhood maintenance. Some of your neighbors want to renovate this empty room to a shared community space. Every neighbor can host a community event, so it can strengthen the sense of community. However, some worry that they won't really use that room and prefer to just wait until another shop wants to rent it. Some neighbors prefer to find other ways to use the room."", 'Against': 'Wait until another shop rents the room', 'Neutral': 'Find other ways to use the room', 'For': 'Renovate the room to be a shared community space'}",1.0,2.0,2.0,s9_n
b0qkdyda,jvbhy0lp,s3_n,0,6735456e8034ea7e61eac785,1.0,27.0,Woman,University degree or more,Suburban,4,"{'Topic': 'Vaccination', 'Scenario_no': '7b', 'code': 's11_n', 'Title': 'Improving Children Health', 'PoliticalFrame': 'non-political', 'Text': ""Some groups of parents are actively discussing how to improve the health of their children. They are thinking of holding a nutrition training for families in the neighborhood. Some consider this as good because it will help the children grow healthy and strong. Some families are against it, however, since they don't believe its effectiveness and prefer to take care of their children themselves. Other neighbors point out that we need to clarify the details of the event before making a decision."", 'Against': 'Not organize the event', 'Neutral': 'Discuss details of the event first', 'For': 'Organize the event'}",1.0,3.0,3.0,s11_n
b0qkdyda,pz9g38m5,s3_n,0,6314c1e76c3f71e2127f1976,1.0,44.0,Man,High school diploma or equivalent,Urban,1,"{'Topic': 'Immigrants', 'Scenario_no': '1b', 'code': 's2_n', 'Title': 'The New Family in the Neighborhood', 'PoliticalFrame': 'non-political', 'Text': ""A new family wants to move into one of the houses in the neighborhood. Some neighbors are saying that it's good to have new members in the community and help them to feel included. Others, however, are concerned because adding yet another family might overwhelm the community services so they suggest interviewing the family before allowing them to move in. Some say that we can let them move in but not go the extra step to make them feel included."", 'Against': 'Interview the family first', 'Neutral': 'Let the family move in', 'For': 'Help the family feel included'}",1.0,4.0,4.0,s2_n
b0qkdyda,pz9g38m5,s3_n,0,6314c1e76c3f71e2127f1976,1.0,44.0,Man,High school diploma or equivalent,Urban,2,"{'Topic': 'Corruption', 'Scenario_no': '2a', 'code': 's3_n', 'Title': 'The Repairman', 'PoliticalFrame': 'non-political', 'Text': 'The community water pipes are really old and need frequent maintenance repairs. The community has a fixed contract with the utility company for repairs. However, the repairman who is supposed to come has been difficult to get a hold of and some neighbors think he might be doing too much other work elsewhere. Some neighbors want to stop the contract and change the maintenance company. Some are against it since it will be a long process and prefer to discuss it directly with the repairman. Some people want to report him to the utility company to see if maybe the company can find a replacement. ', 'Against': 'Discuss with the repairman', 'Neutral': 'Report the repairman to the company', 'For': 'Change the maintenance company'}",-1.0,2.0,4.0,s3_n
